DEPTH,AC,CAL,CNL,DEN,GR,RT,RXO,SP
1286.75,87.732,9.931,32.595,2.46,131.439,8.727,7.992,396.357
1286.875,88.187,10.023,32.382,2.453,130.942,8.866,8.126,396.477
1287.0,88.442,10.026,31.421,2.452,127.088,9.089,8.359,396.892
1287.125,88.116,9.985,31.084,2.463,124.399,9.13,8.422,397.181
1287.25,87.368,9.953,31.52,2.483,122.693,9.084,8.417,397.91
1287.375,86.643,9.939,32.627,2.502,122.494,9.006,8.374,398.759
1287.5,86.342,9.944,33.7,2.509,122.762,8.984,8.359,399.443
1287.625,86.168,9.985,34.515,2.504,121.833,9.178,8.527,400.452
1287.75,86.065,9.995,34.276,2.494,121.301,9.398,8.723,400.94
1287.875,85.626,9.953,33.68,2.479,120.35,9.772,9.069,401.304
1288.0,85.136,9.881,33.266,2.471,119.01,10.014,9.294,401.349
1288.125,84.64,9.767,32.82,2.471,117.611,10.208,9.474,401.231
1288.25,84.137,9.602,32.074,2.475,117.67,10.469,9.719,400.784
1288.375,83.99,9.515,31.41,2.477,118.674,10.647,9.892,400.259
1288.5,83.906,9.453,30.639,2.482,118.934,10.835,10.079,399.994
1288.625,83.824,9.394,28.998,2.498,116.973,11.199,10.459,399.453
1288.75,83.838,9.38,28.195,2.511,117.524,11.412,10.693,399.327
1288.875,84.148,9.366,27.763,2.518,121.538,11.735,11.069,398.859
1289.0,84.578,9.355,27.96,2.5,123.807,11.928,11.319,398.591
1289.125,85.244,9.367,28.344,2.434,123.025,11.912,11.388,398.197
1289.25,86.157,9.43,28.719,2.316,120.772,11.56,11.17,397.46
1289.375,86.689,9.494,28.987,2.249,119.646,11.053,10.747,396.898
1289.5,87.516,9.563,30.424,2.199,117.681,9.893,9.677,395.908
1289.625,87.918,9.56,31.871,2.22,116.898,9.33,9.116,395.485
1289.75,88.447,9.588,34.072,2.266,117.882,8.87,8.632,395.08
1289.875,88.873,9.681,36.112,2.292,119.836,8.706,8.443,394.722
1290.0,89.057,9.782,36.926,2.28,120.709,8.834,8.575,394.617
1290.125,89.117,9.803,36.478,2.247,120.46,9.108,8.897,394.52
1290.25,89.144,9.678,35.135,2.207,120.018,9.434,9.333,394.219
1290.375,89.204,9.539,34.541,2.196,120.463,9.505,9.498,393.917
1290.5,89.479,9.4,34.806,2.196,122.077,9.299,9.459,393.4
1290.625,89.663,9.413,35.372,2.195,122.137,9.032,9.253,393.373
1290.75,89.819,9.475,35.724,2.179,121.632,8.624,8.88,393.464
1290.875,89.874,9.572,35.98,2.154,121.4,8.266,8.522,393.677
1291.0,89.829,9.695,36.555,2.137,121.938,8.106,8.341,393.868
1291.125,89.628,9.979,38.449,2.134,124.318,8.102,8.29,394.165
1291.25,89.431,10.095,38.456,2.145,125.592,8.264,8.435,394.31
1291.375,89.139,10.149,36.997,2.161,126.387,8.533,8.705,394.53
1291.5,88.335,10.124,33.015,2.188,125.901,9.241,9.487,394.841
1291.625,87.795,10.062,31.901,2.203,124.401,9.69,10.029,394.992
1291.75,87.132,9.946,32.134,2.226,122.868,10.244,10.753,394.823
1291.875,86.685,9.831,33.174,2.253,122.479,10.698,11.388,394.418
1292.0,86.605,9.768,33.781,2.278,123.06,10.935,11.746,393.896
1292.125,86.858,9.672,32.627,2.333,123.863,11.251,12.257,393.048
1292.25,87.042,9.61,31.346,2.36,124.404,11.369,12.468,392.513
1292.375,87.106,9.541,30.236,2.38,125.93,11.404,12.617,391.954
1292.5,86.94,9.534,30.281,2.382,127.47,11.324,12.589,391.535
1292.625,86.386,9.599,30.8,2.371,129.318,11.17,12.414,391.141
1292.75,85.373,9.713,31.054,2.353,131.062,11.076,12.226,390.392
1292.875,84.573,9.764,30.893,2.348,129.885,11.276,12.345,390.017
1293.0,83.758,9.772,30.586,2.358,126.34,11.76,12.753,389.596
1293.125,82.331,9.659,28.594,2.419,118.722,13.54,14.441,389.1
1293.25,81.636,9.573,26.749,2.46,117.204,15.051,15.923,389.086
1293.375,80.751,9.444,23.994,2.508,116.832,18.375,19.282,389.214
1293.5,80.211,9.329,22.639,2.535,114.844,21.367,22.403,389.387
1293.625,79.961,9.186,22.371,2.557,109.119,25.201,26.863,389.374
1293.75,79.95,9.009,22.654,2.587,101.036,31.286,34.907,389.229
1293.875,80.238,8.938,23.165,2.602,98.27,35.356,41.457,389.083
1294.0,81.175,8.864,24.453,2.611,97.515,39.618,51.229,388.82
1294.125,81.718,8.863,25.414,2.589,98.003,38.68,52.39,388.983
1294.25,82.087,8.951,27.364,2.508,99.099,34.39,48.655,389.446
1294.375,82.031,9.082,29.686,2.407,100.972,29.3,42.669,390.088
1294.5,81.593,9.165,30.978,2.348,103.103,26.002,38.049,390.606
1294.625,80.771,9.215,30.044,2.334,105.269,23.248,33.714,390.869
1294.75,79.652,9.255,26.692,2.379,106.026,21.167,29.879,391.09
1294.875,79.049,9.261,24.674,2.434,103.124,21.203,29.203,391.085
1295.0,78.146,9.233,22.521,2.492,92.807,23.145,30.318,391.331
1295.125,77.657,9.234,21.746,2.475,88.838,24.817,31.69,391.472
1295.25,76.952,9.284,21.175,2.421,91.024,26.938,33.71,391.752
1295.375,76.388,9.339,21.211,2.37,97.08,28.573,35.573,391.975
1295.5,76.256,9.345,21.697,2.354,100.22,29.478,37.035,392.047
1295.625,76.811,9.24,22.366,2.401,92.437,32.926,42.895,391.976
1295.75,77.411,9.141,22.286,2.462,82.581,36.13,48.205,391.891
1295.875,78.243,9.011,21.564,2.553,68.116,40.755,56.208,391.897
1296.0,78.513,8.985,21.174,2.583,63.272,42.292,59.399,391.785
1296.125,78.23,9.051,21.496,2.557,68.475,40.733,57.599,391.729
1296.25,77.235,9.158,23.089,2.505,85.424,36.0,50.333,391.101
1296.375,75.848,9.222,24.743,2.47,103.439,31.203,42.05,390.283
1296.5,74.659,9.223,24.636,2.47,110.961,29.654,38.016,389.682
1296.625,72.061,9.21,21.076,2.51,105.497,35.594,40.966,388.675
1296.75,70.399,9.222,18.443,2.54,95.352,47.208,51.0,388.193
1296.875,67.461,9.263,14.318,2.584,76.902,105.342,103.246,387.548
1297.0,65.052,9.288,11.655,2.613,64.867,191.081,180.849,387.161
1297.125,62.864,9.281,9.811,2.631,57.233,337.976,314.764,386.478
1297.25,60.466,9.244,7.85,2.633,49.795,544.264,504.322,385.37
1297.375,59.838,9.214,6.842,2.609,45.308,631.772,586.83,384.627
1297.5,61.035,9.159,5.404,2.532,36.555,670.533,630.408,383.36
1297.625,63.116,9.134,4.981,2.498,33.127,651.519,620.162,382.785
1297.75,65.741,9.11,4.954,2.488,31.881,621.204,602.344,382.096
1297.875,70.163,9.06,6.11,2.52,35.675,522.296,531.99,380.93
1298.0,72.932,9.045,7.794,2.543,41.579,408.157,439.825,379.905
1298.125,74.669,9.169,10.679,2.503,51.273,272.532,314.442,378.61
1298.25,75.908,9.5,15.328,2.389,66.727,125.573,165.343,376.493
1298.375,76.123,9.781,18.344,2.319,76.272,78.121,109.387,375.162
1298.5,75.656,10.161,22.232,2.271,84.275,49.268,69.055,373.089
1298.625,74.723,10.195,22.799,2.288,79.917,50.264,68.571,371.987
1298.75,72.157,10.048,20.512,2.327,66.819,78.259,100.572,370.293
1298.875,68.828,9.832,16.342,2.359,53.245,156.463,190.295,368.671
1299.0,65.866,9.699,13.166,2.37,46.907,295.963,352.119,367.518
1299.125,61.038,9.635,9.949,2.385,45.452,662.622,803.01,365.359
1299.25,59.103,9.633,9.358,2.405,47.983,798.573,990.056,364.13
1299.375,57.802,9.597,9.257,2.434,51.588,820.286,1043.453,363.268
1299.5,56.86,9.401,9.386,2.475,58.306,627.251,830.555,362.237
1299.625,56.828,9.292,9.491,2.465,60.062,513.324,678.889,361.835
1299.75,56.966,9.279,9.841,2.418,58.864,458.569,582.862,361.521
1299.875,57.075,9.368,10.196,2.366,55.671,491.26,586.781,361.498
1300.0,57.075,9.471,10.268,2.339,52.567,611.198,689.256,361.554
1300.125,57.031,9.633,9.984,2.323,47.352,1088.194,1116.986,361.364
1300.25,57.073,9.703,9.733,2.331,44.777,1484.796,1468.434,361.238
1300.375,57.311,9.739,9.198,2.368,41.595,2217.3311,2101.8,360.959
1300.5,57.571,9.715,8.698,2.406,39.988,2656.915,2483.0869,360.625
1300.625,57.843,9.673,8.219,2.444,39.938,2603.4351,2451.7439,360.277
1300.75,58.162,9.653,7.742,2.486,42.21,2007.568,1956.182,359.885
1300.875,58.305,9.654,7.515,2.508,46.172,1445.668,1463.489,359.484
1301.0,58.435,9.623,7.309,2.532,51.617,974.595,1032.613,359.244
1301.125,58.632,9.419,7.39,2.585,60.184,575.916,636.363,358.92
1301.25,58.692,9.253,7.705,2.609,62.137,483.258,535.542,359.207
1301.375,58.577,9.011,8.185,2.612,62.65,400.39,439.965,360.494
1301.5,58.343,8.872,8.377,2.597,63.071,369.493,401.451,361.911
1301.625,57.938,8.796,8.298,2.589,63.308,387.608,415.114,364.019
1301.75,57.381,8.729,7.933,2.598,61.937,480.533,501.49,367.088
1301.875,57.105,8.698,7.499,2.609,60.06,636.495,650.601,369.122
1302.0,56.92,8.648,6.658,2.646,57.323,1110.132,1114.9351,372.766
1302.125,57.05,8.623,6.281,2.679,56.618,1352.764,1362.2419,374.951
1302.25,57.558,8.596,5.935,2.712,57.498,1414.748,1444.5909,378.095
1302.375,58.293,8.577,5.856,2.726,60.348,1237.593,1292.1379,381.446
1302.5,59.083,8.571,6.194,2.721,64.429,961.437,1029.681,383.964
1302.625,60.278,8.568,7.202,2.714,70.968,644.728,715.991,387.227
1302.75,62.259,8.569,9.091,2.712,80.625,325.066,387.484,391.454
1302.875,63.706,8.577,10.554,2.714,87.427,213.157,265.03,393.967
1303.0,66.607,8.611,13.632,2.705,101.297,112.595,147.604,398.124
1303.125,68.295,8.665,15.534,2.681,108.42,86.683,115.14,399.976
1303.25,70.367,8.857,17.689,2.619,114.099,64.571,86.203,402.413
1303.375,72.203,9.145,19.147,2.543,116.54,49.1,65.282,404.602
1303.5,73.125,9.38,19.783,2.481,116.799,42.158,55.484,406.021
1303.625,73.973,9.689,22.365,2.387,118.203,34.902,44.479,408.184
1303.75,74.002,9.871,24.626,2.358,119.034,33.17,41.173,409.366
1303.875,73.409,10.266,27.389,2.35,118.412,34.801,41.174,411.054
1304.0,72.621,10.512,28.225,2.378,116.249,39.425,45.147,412.084
1304.125,71.74,10.521,27.124,2.434,112.84,48.728,54.414,412.997
1304.25,70.286,10.3,23.363,2.501,108.191,77.566,83.483,414.115
1304.375,68.84,10.032,19.311,2.538,105.031,122.664,128.41,415.157
1304.5,67.878,9.88,17.392,2.532,104.044,169.279,173.234,415.951
1304.625,66.827,9.721,16.279,2.489,100.798,261.031,251.606,417.639
1304.75,66.731,9.717,16.226,2.453,97.967,300.969,278.63,418.602
1304.875,67.382,9.866,16.607,2.395,96.159,314.676,274.77,420.022
1305.0,68.241,10.008,17.46,2.366,98.805,287.011,242.131,420.811
1305.125,69.471,10.094,19.193,2.359,108.046,220.327,183.145,421.44
1305.25,71.183,10.184,21.719,2.349,122.995,128.853,106.29,421.773
1305.375,72.302,10.302,23.126,2.33,130.043,89.565,73.889,421.848
1305.5,74.298,10.599,25.951,2.291,135.531,56.494,46.259,421.388
1305.625,75.295,10.717,27.555,2.279,137.305,50.739,41.224,420.843
1305.75,76.158,10.818,28.781,2.269,139.325,48.098,38.744,420.069
1305.875,76.895,11.17,29.585,2.25,140.62,46.402,36.808,418.456
1306.0,77.011,11.587,29.712,2.239,139.576,45.52,35.665,417.233
1306.125,76.596,11.927,29.494,2.251,136.6,44.918,34.69,416.072
1306.25,75.849,11.998,29.279,2.289,132.409,45.068,33.97,414.459
1306.375,75.473,11.749,29.275,2.317,129.96,46.778,34.543,413.556
1306.5,75.419,11.2,29.22,2.336,126.797,53.942,38.181,412.495
1306.625,75.867,10.992,29.057,2.325,125.961,59.664,41.226,412.255
1306.75,76.951,10.795,28.748,2.296,126.155,66.891,44.582,412.627
1306.875,78.333,10.644,28.099,2.263,127.68,71.556,45.886,413.312
1307.0,79.456,10.584,27.086,2.241,130.012,70.879,43.958,414.023
1307.125,82.1,10.601,25.566,2.214,134.522,60.026,34.866,415.234
1307.25,84.024,10.664,25.938,2.21,135.267,50.959,28.624,415.773
1307.375,86.294,10.735,27.517,2.215,133.868,41.89,22.922,416.076
1307.5,90.926,10.663,33.086,2.252,128.03,29.523,15.917,416.447
1307.625,93.335,10.425,36.227,2.28,125.73,25.501,13.843,416.505
1307.75,96.0,10.045,38.38,2.305,125.91,22.045,12.107,416.366
1307.875,97.85,9.778,39.029,2.309,128.411,19.58,10.868,415.962
1308.0,98.678,9.759,38.976,2.295,131.291,18.29,10.206,415.499
1308.125,99.837,9.804,38.601,2.274,134.558,16.304,9.153,414.071
1308.25,100.552,9.719,37.749,2.278,134.622,15.364,8.643,413.128
1308.375,101.545,9.45,36.565,2.307,133.634,14.211,8.001,411.462
1308.5,101.971,9.268,36.782,2.331,133.148,13.557,7.627,409.99
1308.625,101.917,9.205,38.88,2.339,132.299,13.171,7.386,408.732
1308.75,101.589,9.232,42.146,2.323,129.365,12.855,7.148,407.19
1308.875,101.401,9.297,43.165,2.293,126.285,12.8,7.047,406.271
1309.0,101.305,9.36,43.512,2.252,122.946,12.844,6.979,405.249
1309.125,100.973,9.329,45.074,2.178,117.622,13.228,6.981,403.907
1309.25,100.397,9.246,46.138,2.152,116.534,13.603,7.061,403.099
1309.375,98.598,9.191,45.391,2.139,118.667,14.445,7.316,401.779
1309.5,96.783,9.216,43.169,2.138,121.724,15.193,7.57,400.584
1309.625,94.851,9.23,41.043,2.143,124.976,15.998,7.865,399.211
1309.75,92.332,9.201,40.002,2.165,127.862,17.018,8.251,396.821
1309.875,90.932,9.215,40.391,2.192,128.151,17.563,8.467,395.108
1310.0,88.59,9.385,40.962,2.253,129.086,18.329,8.795,391.409
1310.125,87.425,9.502,40.658,2.279,131.226,18.661,8.956,388.961
1310.25,86.328,9.639,39.38,2.325,133.751,19.138,9.217,385.632
1310.375,85.757,9.771,37.259,2.354,133.805,19.681,9.532,382.483
1310.5,85.935,9.873,35.148,2.351,131.321,20.17,9.824,380.373
1310.625,86.693,9.974,33.263,2.338,128.202,20.947,10.285,378.038
1310.75,87.905,10.083,31.894,2.336,125.582,22.24,11.045,375.462
1310.875,88.479,10.164,31.61,2.348,124.654,23.282,11.658,374.05
1311.0,88.631,10.357,31.655,2.366,122.742,25.581,13.015,371.612
1311.125,88.207,10.444,31.883,2.368,122.14,27.081,13.902,370.513
1311.25,87.288,10.465,31.575,2.38,122.026,29.326,15.244,369.471
1311.375,86.316,10.43,30.766,2.399,121.722,31.545,16.602,368.743
1311.5,85.626,10.398,30.174,2.403,120.994,32.958,17.521,368.374
1311.625,84.451,10.427,29.816,2.332,120.469,34.734,18.884,368.223
1311.75,83.711,10.451,29.444,2.268,121.17,35.217,19.42,368.198
1311.875,82.307,10.363,28.868,2.197,122.766,35.175,19.862,368.254
1312.0,81.269,10.22,29.293,2.175,124.103,34.71,19.951,368.318
1312.125,80.545,10.086,30.826,2.183,125.183,33.95,19.796,368.341
1312.25,80.032,10.005,32.724,2.212,124.709,32.549,19.331,368.548
1312.375,79.906,10.011,33.411,2.254,121.981,31.006,18.728,368.864
1312.5,80.148,10.048,32.837,2.295,118.625,29.917,18.241,369.083
1312.625,80.987,10.076,32.237,2.344,115.51,28.444,17.532,369.462
1312.75,81.488,10.148,32.578,2.325,116.441,28.006,17.332,369.898
1312.875,82.018,10.528,32.903,2.237,119.795,27.956,17.408,370.616
1313.0,82.165,10.946,32.772,2.166,121.767,28.243,17.681,371.245
1313.125,81.929,11.242,32.729,2.134,121.465,28.759,18.119,371.872
1313.25,81.371,11.256,33.271,2.141,119.619,29.38,18.666,372.893
1313.375,80.971,11.012,34.151,2.18,118.85,29.569,18.873,373.515
1313.5,80.359,10.662,36.123,2.27,118.885,29.491,18.95,374.549
1313.625,80.008,10.683,36.448,2.313,118.128,29.314,18.884,375.132
1313.75,79.58,10.777,35.67,2.345,116.542,29.154,18.805,375.769
1313.875,78.546,10.842,32.55,2.375,114.141,29.089,18.757,377.172
1314.0,77.651,10.79,30.07,2.379,113.789,29.198,18.81,378.395
1314.125,76.821,10.644,28.187,2.365,116.003,29.535,19.02,379.821
1314.25,76.096,10.471,26.553,2.347,120.267,30.146,19.42,381.928
1314.375,76.0,10.47,26.457,2.351,123.099,30.608,19.724,383.191
1314.5,76.328,10.67,28.122,2.384,126.947,31.446,20.293,384.911
1314.625,76.665,10.759,29.51,2.401,127.299,31.807,20.572,385.444
1314.75,77.342,10.744,30.835,2.404,124.92,32.073,20.841,385.962
1314.875,78.212,10.679,31.268,2.392,120.835,32.168,21.005,386.323
1315.0,79.144,10.672,30.722,2.372,117.249,32.123,21.042,386.377
1315.125,81.235,10.848,29.707,2.327,112.108,31.891,20.994,386.534
1315.25,82.41,10.989,29.826,2.306,111.013,31.628,20.883,386.572
1315.375,83.426,11.106,30.357,2.295,111.042,31.237,20.683,386.729
1315.5,84.58,11.131,30.833,2.299,111.692,30.309,20.118,386.769
1315.625,84.837,11.016,30.315,2.306,111.117,29.883,19.794,386.832
1315.75,84.865,10.843,29.373,2.299,110.065,29.862,19.621,386.834
1315.875,84.71,10.765,28.616,2.28,110.216,30.491,19.813,386.82
1316.0,84.43,10.836,28.499,2.262,111.724,31.647,20.374,386.808
1316.125,83.293,10.98,29.618,2.253,113.3,35.055,22.206,387.182
1316.25,82.348,10.935,30.401,2.26,113.732,37.471,23.558,387.463
1316.375,80.843,10.75,30.4,2.263,117.132,41.799,26.067,388.032
1316.5,80.057,10.646,29.785,2.255,121.361,45.046,28.001,388.607
1316.625,80.201,10.601,29.766,2.237,124.112,47.4,29.454,389.238
1316.75,81.272,10.53,31.173,2.21,123.59,48.665,30.294,389.962
1316.875,82.344,10.477,32.85,2.193,121.378,47.411,29.61,390.314
1317.0,83.451,10.474,34.258,2.179,119.797,44.688,28.055,390.898
1317.125,84.909,10.646,33.706,2.167,119.733,37.362,23.782,391.537
1317.25,85.416,10.722,32.29,2.169,120.081,33.308,21.377,391.856
1317.375,85.97,10.618,30.768,2.181,120.795,28.471,18.469,392.373
1317.5,86.246,10.428,30.361,2.194,121.67,25.952,16.95,392.789
1317.625,86.188,10.251,30.726,2.214,122.695,24.572,16.143,393.068
1317.75,85.68,10.154,31.882,2.251,123.664,23.225,15.393,393.391
1317.875,85.045,10.212,33.038,2.281,123.819,22.546,15.036,393.528
1318.0,83.814,10.441,34.6,2.337,123.938,21.513,14.493,393.625
1318.125,83.402,10.555,34.935,2.364,124.76,21.096,14.259,393.603
1318.25,83.323,10.608,35.62,2.391,126.411,20.752,14.037,393.633
1318.375,83.546,10.609,36.979,2.403,127.317,20.603,13.911,393.637
1318.5,83.787,10.626,38.411,2.396,126.477,20.669,13.912,393.673
1318.625,83.882,10.705,38.81,2.376,124.784,20.932,14.018,393.953
1318.75,83.724,10.808,36.89,2.351,123.785,21.451,14.268,394.418
1318.875,83.479,10.81,34.572,2.348,124.154,21.865,14.494,394.754
1319.0,83.11,10.665,31.748,2.362,123.711,22.554,14.917,395.598
1319.125,83.103,10.564,31.349,2.366,122.859,22.809,15.095,396.218
1319.25,83.37,10.519,31.534,2.353,122.178,23.069,15.288,396.807
1319.375,83.771,10.565,31.923,2.327,121.664,23.379,15.501,397.247
1319.5,84.068,10.645,32.253,2.302,120.966,23.765,15.745,397.267
1319.625,84.587,10.685,32.989,2.262,119.992,24.919,16.46,397.067
1319.75,85.013,10.679,33.389,2.246,120.48,25.736,16.977,396.366
1319.875,86.182,10.757,33.649,2.239,121.97,27.158,17.898,395.079
1320.0,87.366,10.862,33.477,2.246,122.875,28.197,18.579,393.954
1320.125,88.402,10.954,33.087,2.265,123.133,28.939,19.065,393.084
1320.25,89.371,11.012,32.389,2.287,122.46,29.71,19.56,391.797
1320.375,89.685,11.002,31.295,2.296,121.301,30.278,19.916,390.462
1320.5,89.242,10.955,30.219,2.286,120.894,30.557,20.087,389.509
1320.625,87.691,10.871,30.2,2.26,122.815,31.384,20.616,388.054
1320.75,86.853,10.804,31.304,2.253,124.212,32.396,21.291,387.335
1320.875,85.849,10.651,31.722,2.252,123.883,35.276,23.31,386.133
1321.0,85.24,10.561,30.817,2.248,122.203,37.96,25.305,385.27
1321.125,84.473,10.647,29.823,2.234,120.035,40.193,27.281,384.619
1321.25,83.286,10.949,29.474,2.214,118.299,41.435,28.982,383.771
1321.375,82.482,11.159,29.756,2.212,118.387,40.367,28.86,383.187
1321.5,81.457,11.268,29.853,2.238,118.527,35.904,26.705,382.326
1321.625,81.336,11.142,29.68,2.262,117.851,33.019,25.031,381.811
1321.75,81.419,10.967,29.444,2.285,116.64,30.497,23.486,381.235
1321.875,81.492,10.79,28.489,2.309,114.865,27.887,21.809,380.181
1322.0,81.192,10.759,27.459,2.321,114.494,26.872,21.144,379.564
1322.125,80.341,10.786,26.43,2.33,115.502,27.151,21.35,378.944
1322.25,78.966,10.8,25.645,2.348,117.013,28.649,22.389,378.183
1322.375,78.295,10.83,25.749,2.366,116.566,30.591,23.692,377.741
1322.5,78.031,11.076,24.981,2.403,111.732,37.032,27.865,377.103
1322.625,78.388,11.294,23.13,2.413,107.743,43.625,32.03,376.649
1322.75,78.948,11.649,20.315,2.396,101.343,59.457,41.926,375.982
1322.875,79.234,12.067,18.451,2.356,94.577,81.19,55.656,375.277
1323.0,79.059,12.409,18.591,2.312,89.627,100.779,68.472,374.732
1323.125,78.327,12.764,21.49,2.247,81.157,130.32,89.267,373.821
1323.25,77.948,12.737,23.376,2.227,77.056,138.417,95.774,373.36
1323.375,77.635,12.638,24.446,2.214,73.935,140.889,98.433,373.138
1323.5,77.017,12.533,23.681,2.184,73.31,139.137,98.236,372.733
1323.625,76.401,12.498,22.926,2.161,75.893,138.837,98.242,372.759
1323.75,74.929,12.314,22.821,2.139,79.486,139.646,99.213,372.519
1323.875,73.176,12.039,23.107,2.13,81.998,140.274,100.406,372.122
1324.0,71.83,11.853,22.88,2.129,83.482,139.721,101.028,371.782
1324.125,70.234,11.788,20.741,2.109,88.363,136.02,100.841,371.432
1324.25,70.067,11.82,19.577,2.095,91.248,132.612,99.773,371.459
1324.375,71.168,11.708,19.03,2.11,95.358,124.169,95.861,371.674
1324.5,72.717,11.52,19.593,2.147,99.679,115.437,91.271,372.109
1324.625,75.075,11.363,21.544,2.2,106.536,103.273,84.111,372.528
1324.75,78.33,11.321,25.05,2.25,114.97,85.264,72.665,372.966
1324.875,80.228,11.378,27.274,2.259,117.19,74.152,64.823,373.146
1325.0,81.818,11.421,29.037,2.259,117.533,64.158,57.245,373.332
1325.125,84.021,11.409,31.311,2.255,117.35,50.821,46.23,373.269
1325.25,84.944,11.408,32.78,2.254,117.745,45.827,41.878,373.214
1325.375,85.931,11.454,35.174,2.264,117.796,40.904,37.375,373.206
1325.5,86.285,11.484,36.383,2.284,117.318,38.865,35.294,373.491
1325.625,85.836,11.49,35.802,2.31,116.154,39.689,35.438,373.895
1325.75,84.351,11.519,33.284,2.333,113.304,44.15,38.293,374.973
1325.875,82.9,11.561,30.448,2.326,110.967,49.773,42.348,375.996
1326.0,79.967,11.48,24.1,2.296,109.069,63.508,52.512,378.45
1326.125,78.4,11.26,21.057,2.285,110.439,71.862,58.68,380.203
1326.25,76.55,10.872,18.82,2.289,113.667,82.989,66.823,382.991
1326.375,74.888,10.546,18.15,2.304,116.429,93.447,74.414,385.948
1326.5,74.036,10.431,18.769,2.323,117.456,100.536,79.425,387.983
1326.625,73.813,10.407,19.903,2.354,117.199,111.054,86.25,390.469
1326.75,74.673,10.431,21.234,2.405,114.34,130.544,98.054,393.818
1326.875,76.187,10.443,21.847,2.433,110.272,147.427,107.536,395.989
1327.0,79.898,10.355,23.906,2.44,101.63,167.896,116.421,399.167
1327.125,81.872,10.19,26.328,2.408,98.978,159.087,108.056,400.832
1327.25,84.161,9.895,30.362,2.332,98.619,122.65,82.04,402.421
1327.375,86.069,9.688,32.831,2.247,99.767,79.803,53.116,403.443
1327.5,87.543,9.746,31.8,2.196,101.233,55.117,37.138,403.812
1327.625,90.734,10.219,29.891,2.16,104.45,34.211,23.985,404.059
1327.75,92.56,10.45,30.885,2.166,106.399,29.984,21.486,404.248
1327.875,94.475,10.565,33.96,2.18,109.291,27.474,20.23,404.227
1328.0,94.887,10.578,35.919,2.18,111.499,26.462,19.772,404.213
1328.125,94.186,10.574,36.634,2.173,113.594,25.587,19.251,404.172
1328.25,92.572,10.558,36.588,2.174,115.944,23.793,18.074,404.106
1328.375,91.054,10.554,36.32,2.188,117.338,21.739,16.738,404.062
1328.5,90.479,10.616,36.603,2.206,117.676,20.306,15.849,404.057
1328.625,90.587,11.001,39.685,2.212,118.848,18.475,14.758,404.168
1328.75,91.047,11.358,43.747,2.193,119.688,17.903,14.409,404.274
1328.875,92.244,12.036,53.794,2.145,118.742,17.489,14.08,404.089
1329.0,93.521,12.518,60.488,2.103,115.722,17.36,13.879,403.956
1329.125,95.229,12.895,59.796,2.053,110.68,17.372,13.657,403.526
1329.25,97.822,13.373,53.333,1.977,105.104,17.516,13.353,402.855
1329.375,99.262,13.65,48.685,1.932,104.328,17.826,13.254,402.21
1329.5,100.304,13.801,44.71,1.899,105.866,18.445,13.334,401.516
1329.625,100.665,13.523,40.202,1.909,112.74,20.969,14.386,399.71
1329.75,100.363,13.223,39.033,1.947,116.491,23.28,15.627,398.487
1329.875,99.94,12.904,37.12,2.013,118.79,28.128,18.704,396.23
1330.0,99.85,12.79,34.992,2.048,118.081,32.005,21.468,394.169
1330.125,99.809,12.76,32.813,2.06,115.5,35.149,24.164,391.553
1330.25,99.404,12.758,30.984,2.066,112.337,37.747,26.938,387.605
1330.375,98.616,12.794,30.764,2.065,111.763,37.781,27.65,385.035
1330.5,96.471,12.912,31.591,2.059,114.112,35.014,26.732,380.65
1330.625,95.319,12.988,31.898,2.055,115.573,32.354,25.096,378.766
1330.75,94.207,13.098,29.275,2.051,114.398,28.832,22.435,376.545
1330.875,93.486,13.197,24.62,2.046,110.361,26.344,20.227,374.607
1331.0,92.948,13.203,21.617,2.04,106.087,26.131,19.665,373.37
1331.125,91.775,12.989,20.618,2.039,102.637,28.338,20.818,371.854
1331.25,89.177,12.488,21.291,2.05,101.182,34.182,24.486,369.727
1331.375,86.856,12.138,22.04,2.069,102.718,40.35,28.566,368.486
1331.5,81.919,11.675,22.012,2.118,107.649,55.976,39.179,366.627
1331.625,79.114,11.463,21.267,2.147,109.836,66.75,46.714,365.993
1331.75,75.893,11.077,19.642,2.19,110.34,83.563,58.759,365.634
1331.875,73.216,10.62,17.833,2.238,108.409,101.311,71.678,365.704
1332.0,72.014,10.284,16.842,2.279,104.865,113.963,81.133,366.025
1332.125,70.996,9.894,16.953,2.321,98.601,129.326,93.793,367.158
1332.25,70.867,9.833,17.908,2.295,98.996,129.933,95.604,367.849
1332.375,70.97,9.986,19.777,2.186,106.611,116.957,88.317,369.008
1332.5,71.14,10.246,20.879,2.105,113.624,102.235,78.781,370.021
1332.625,71.388,10.547,21.325,2.074,117.5,89.634,70.113,370.667
1332.75,72.203,10.771,21.822,2.101,119.806,76.627,61.255,371.419
1332.875,73.451,10.746,22.443,2.167,122.058,66.536,54.617,371.997
1333.0,74.888,10.586,22.864,2.222,124.844,60.366,50.65,372.405
1333.125,78.115,10.676,23.051,2.264,129.412,48.903,42.784,372.738
1333.25,79.963,10.971,22.901,2.258,129.984,43.024,38.526,373.172
1333.375,82.567,11.428,23.065,2.234,127.221,35.906,33.278,374.034
1333.5,84.164,11.624,24.106,2.217,124.5,32.069,30.493,374.687
1333.625,85.571,11.62,27.489,2.195,123.349,30.067,29.207,375.329
